Density_composition_average,IsBoron_composition_average,IsTransitionMetal_composition_average,NdValence_composition_average,NValance_composition_average,HeatVaporization_max_value,BoilingT_difference,HeatVaporization_difference,MeltingT_difference,NdValence_difference,NsUnfilled_difference,valence_difference,Site1_Density,Site1_HeatCapacityMass,Site1_HeatFusion,Site1_IsTransitionMetal,Site1_NdValence
0.764849655,-0.585599963,1.029882069,1.176250154,0.653968875,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.432774047,0.045876361,0.780178282,0.550421569,0.213414828,0.56391502,0.544521314,0.505747776,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.72806379,-0.585599963,1.029882069,1.176250154,0.653968875,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.456926193,0.203745442,0.717752335,0.687321572,0.321475254,0.56391502,0.544521314,0.505747776,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.455351664,0.045876361,0.780178282,0.628650142,0.271601211,0.56391502,0.544521314,0.505747776,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.44905355,-0.585599963,1.029882069,0.393964423,0.072105039,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.769966873,-0.585599963,1.029882069,1.098021581,0.595782491,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.477929282,0.045876361,0.780178282,0.706878715,0.329787595,0.56391502,0.544521314,0.505747776,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.519532455,-0.585599963,1.029882069,0.785107288,0.363036957,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.63965119,-0.033058179,0.811391255,1.058907294,0.624875683,0.56391502,0.65427946,0.678484453,1.008176889,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.547705272,-0.585599963,1.029882069,0.785107288,0.363036957,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.488430826,-0.033058179,0.811391255,0.716657287,0.333943765,0.56391502,0.544521314,0.505747776,0.23007105,-1.654387503,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.204950049,-0.033058179,0.592900442,0.37440728,0.072105039,0.56391502,0.168904549,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.717960564,-0.585599963,1.029882069,1.019793007,0.537596108,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.49893237,-0.11199272,0.842604228,0.726435858,0.338099936,0.56391502,0.544521314,0.505747776,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.691277925,-0.585599963,1.029882069,1.176250154,0.653968875,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.654210895,-0.585599963,1.029882069,1.127357295,0.633188024,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.647780701,-0.585599963,1.029882069,0.980678721,2.254094423,1.030744892,0.781111095,1.007498231,0.34830384,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.329172937,-0.585599963,1.029882069,0.980678721,1.672230587,1.030744892,0.781111095,1.007498231,0.34830384,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.010565173,-0.585599963,1.029882069,0.980678721,1.090366752,1.030744892,0.781111095,1.007498231,0.34830384,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.691957409,-0.585599963,1.029882069,0.980678721,0.508502916,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.436424517,-0.033058179,0.811391255,0.638428714,0.275757382,0.56391502,0.544521314,0.505747776,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.509433915,-0.19092726,0.873817202,0.73621443,0.342256106,0.56391502,0.544521314,0.505747776,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.582443313,-0.348796342,0.936243149,0.834000146,0.40875483,0.56391502,0.544521314,0.505747776,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.32691042,0.203745442,0.717752335,0.491750139,0.176009296,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.380486572,-0.033058179,0.811391255,0.521085854,0.188477806,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.505497593,-0.585599963,1.029882069,0.589535856,0.217570998,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.671858738,-0.585599963,1.029882069,1.098021581,0.595782491,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.296225854,-0.033058179,0.811391255,0.511307282,0.176009296,0.56391502,0.109147336,0.220140354,0.23007105,0.739881382,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.344000617,-0.033058179,0.811391255,0.535753712,0.196790147,0.56391502,0.109147336,0.220140354,0.23007105,0.739881382,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.665954255,-0.585599963,1.029882069,0.941564434,0.479409724,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.373916663,0.045876361,0.780178282,0.550421569,0.213414828,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.391775381,-0.033058179,0.811391255,0.560200141,0.217570998,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.516786402,-0.585599963,1.029882069,0.628650142,0.24666419,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.5801893,-0.585599963,1.029882069,1.049128722,0.599938662,0.56391502,-0.371349436,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.394577667,-0.585599963,0.998669095,1.000235864,0.520971427,1.222782177,0.053048728,0.859326494,0.53546199,1.005911258,0.85784908,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.243511944,-0.585599963,0.811391255,0.951343006,0.57500164,0.56391502,0.007925935,0.223197641,0.891813209,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.258488712,-0.585599963,0.873817202,0.931785863,0.541752278,0.56391502,0.007925935,0.223197641,0.891813209,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.288442246,-0.585599963,0.998669095,0.892671576,0.475253554,0.56391502,-0.355495481,0.151173663,-0.425353208,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.273465479,-0.585599963,0.936243149,0.912228719,0.508502916,0.56391502,0.007925935,0.223197641,0.891813209,-1.122327751,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.228535177,-0.585599963,0.748965308,0.970900149,0.608251002,0.56391502,0.007925935,0.223197641,0.891813209,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.365631643,-0.585599963,0.998669095,0.970900149,0.508502916,1.222782177,0.053048728,0.859326494,0.53546199,1.005911258,0.85784908,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.346334294,-0.585599963,0.998669095,0.951343006,0.500190575,1.222782177,0.053048728,0.859326494,0.53546199,1.005911258,0.85784908,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.327036945,-0.585599963,0.998669095,0.931785863,0.491878235,1.222782177,0.053048728,0.859326494,0.53546199,1.005911258,0.85784908,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.307739596,-0.585599963,0.998669095,0.912228719,0.483565894,1.222782177,0.053048728,0.859326494,0.53546199,1.005911258,0.85784908,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.459002134,-0.033058179,0.811391255,0.716657287,0.333943765,0.56391502,0.544521314,0.505747776,0.23007105,-1.654387503,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.337510373,-0.033058179,0.717752335,0.569978712,0.221727168,0.56391502,0.168904549,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.420922907,-0.11199272,0.842604228,0.609092999,0.25082036,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.613947946,-0.585599963,1.029882069,0.863335861,0.421223341,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.46792915,-0.269861801,0.905030175,0.667764429,0.288225892,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.539364019,-0.585599963,1.029882069,0.706878715,0.304850573,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.476072463,-0.585599963,0.992426501,0.779240145,0.370518064,0.56391502,0.007925935,0.223197641,0.891813209,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.466976935,-0.585599963,0.998669095,0.755771573,0.348490361,0.56391502,-0.355495481,0.151173663,-0.425353208,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.4903137,-0.585599963,0.998669095,0.804664431,0.390052064,0.56391502,0.007925935,0.223197641,0.891813209,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.72807698,0.124810902,0.748965308,0.657985857,2.740366343,1.030744892,0.345737117,0.721890809,0.81397482,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.690157948,-0.585599963,1.029882069,1.137135867,0.624875683,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.654492061,-0.585599963,1.029882069,1.176250154,0.653968875,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.782084253,0.006409091,0.795784768,0.711768001,2.804786982,1.030744892,0.345737117,0.721890809,0.81397482,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.906382987,-0.19092726,0.873817202,0.73621443,2.960643367,1.030744892,0.345737117,0.721890809,0.81397482,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.491509592,-0.585599963,1.029882069,0.785107288,0.363036957,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.436930615,-0.033058179,0.811391255,0.716657287,0.333943765,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.47264805,-0.19092726,0.873817202,0.73621443,0.342256106,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.561941636,-0.585599963,1.029882069,0.785107288,0.363036957,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.436005111,0.045876361,0.780178282,0.765550145,0.373427383,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.472953115,-0.07252545,0.826997742,0.81542086,0.405845511,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.730654334,0.006409091,0.795784768,0.809553717,2.732054002,1.030744892,0.345737117,0.721890809,0.81397482,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.5688302,0.006409091,0.795784768,1.176250154,0.716311429,0.56391502,0.493300846,0.467140649,1.204109043,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.500870072,-0.19092726,0.873817202,0.834000146,0.414989085,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.575941352,-0.19092726,0.873817202,1.078464437,0.622797598,0.56391502,0.493300846,0.467140649,1.204109043,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.508772238,-0.19092726,0.873817202,0.861380147,0.435354319,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.653236186,-0.585599963,1.029882069,1.176250154,0.653968875,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.505455418,-0.585599963,1.029882069,1.117578724,0.629031853,0.56391502,-0.371349436,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.304065695,-0.585599963,0.717752335,0.843778718,0.396286319,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.793556688,-0.585599963,1.029882069,1.3327073,0.770341642,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.301035734,-0.585599963,1.029882069,1.066730151,1.885857739,1.222782177,0.020121284,0.859326494,0.53546199,0.473851506,-1.16570621,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.617706196,-0.585599963,1.029882069,1.176250154,0.653968875,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
2.052120617,-0.585599963,1.029882069,0.980678721,3.126890177,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.580639165,-0.585599963,1.029882069,1.127357295,0.633188024,0.56391502,-0.371349436,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.529092093,-0.19092726,0.873817202,0.931785863,0.487722065,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.604163374,-0.19092726,0.873817202,1.176250154,0.695530577,0.56391502,0.493300846,0.467140649,1.204109043,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.611274527,-0.388263612,0.951849635,1.078464437,0.602016747,0.56391502,0.493300846,0.467140649,1.204109043,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.61838568,-0.585599963,1.029882069,0.980678721,0.508502916,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.308398061,-0.585599963,1.029882069,1.094110152,1.94155042,1.222782177,0.020121284,0.859326494,0.53546199,0.473851506,-1.16570621,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.629674489,-0.585599963,1.029882069,1.019793007,0.537596108,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.632385396,-0.19092726,0.873817202,1.27403587,0.768263557,0.56391502,0.493300846,0.467140649,1.204109043,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.315760389,-0.585599963,1.029882069,1.121490152,1.997243101,1.222782177,0.020121284,0.859326494,0.53546199,0.473851506,-1.16570621,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.572560333,-0.585599963,0.905030175,1.238833012,0.750392025,0.56391502,0.007925935,0.223197641,0.891813209,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.771485169,-0.585599963,1.029882069,1.3327073,0.770341642,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.546228683,-0.11199272,0.842604228,1.043261579,0.573754789,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.574650333,-0.585599963,0.936243149,1.223187297,0.726286237,0.56391502,0.007925935,0.223197641,0.891813209,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.570860686,-0.19092726,0.873817202,1.076508723,0.595366874,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.323122717,-0.585599963,1.029882069,1.148870153,2.052935783,1.222782177,0.020121284,0.859326494,0.53546199,0.473851506,-1.16570621,1.269272405,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.576740332,-0.585599963,0.967456122,1.207541583,0.70218045,0.56391502,0.007925935,0.223197641,0.891813209,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.550142043,-0.585599963,1.029882069,1.119534438,0.610744704,0.56391502,-0.388422925,0.151173663,-0.425353208,0.739881382,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.578830332,-0.585599963,0.998669095,1.191895868,0.678074662,0.56391502,0.007925935,0.223197641,0.891813209,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.607808689,-0.309329071,0.920636662,1.126379438,0.627785002,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.633569573,-0.388263612,0.951849635,1.16353801,0.652306407,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.021097177,-0.585599963,1.029882069,1.176250154,1.672230587,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.124226466,-0.585599963,1.029882069,1.176250154,1.817696546,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.330485044,-0.585599963,1.029882069,1.176250154,2.108628464,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.949260779,-0.585599963,1.029882069,1.176250154,2.981424218,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.580920331,-0.585599963,1.029882069,1.176250154,0.653968875,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.609093149,-0.585599963,1.029882069,1.176250154,0.653968875,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.674829723,-0.585599963,1.029882069,1.176250154,0.653968875,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.697407341,-0.585599963,1.029882069,1.254478727,0.712155258,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.719984958,-0.585599963,1.029882069,1.3327073,0.770341642,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
1.84640094,-0.585599963,1.029882069,1.371821586,2.835958259,1.030744892,-0.151833144,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.731273767,-0.585599963,1.029882069,1.371821586,0.799434834,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.742562576,-0.585599963,1.029882069,1.410935873,0.828528026,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.810295428,-0.585599963,1.029882069,1.645621592,1.003087176,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,0.642023175,-0.332084625,0.052143075,0.718013956,1.317680438
0.127371706,1.308829009,-1.155026066,-1.424849901,0.703842918,-0.740589028,-1.188437854,-0.749659306,-0.259604862,-0.058208246,-1.16570621,1.269272405,0.536346241,-1.116473745,-0.443458057,-1.392730589,-1.10635433
0.334112952,1.308829009,-1.27987796,-1.434628473,1.277394413,-0.740589028,-1.188437854,-1.181945372,-0.27814149,-0.058208246,-1.16570621,-1.745034863,0.683835729,-1.134973488,1.439826247,-1.392730589,-1.10635433
0.131087781,1.308829009,0.233951248,0.107941203,0.101198231,0.56391502,-0.027440579,-0.197214778,0.252423134,0.20782163,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.210531191,0.929943215,0.280770708,0.217950133,0.191802743,1.222782177,0.100610591,0.510938053,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.207016618,-0.11199272,0.374409628,0.022378701,-0.048423898,1.387498966,0.204271062,0.759075943,1.559255381,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.178762262,0.882582491,0.302619789,0.185191918,0.148578572,1.222782177,0.332322232,0.582037735,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.197400746,-0.11199272,0.374409628,0.012600129,-0.056736239,1.387498966,0.204271062,0.759075943,1.559255381,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.175914052,0.929943215,0.280770708,0.182747276,0.161878317,1.222782177,0.100610591,0.510938053,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.187784874,-0.11199272,0.374409628,0.002821557,-0.065048579,1.387498966,0.204271062,0.759075943,1.559255381,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.178169002,-0.11199272,0.374409628,-0.006957014,-0.07336092,1.387498966,0.204271062,0.759075943,1.559255381,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.163745194,-0.11199272,0.374409628,-0.021624872,-0.085829431,1.387498966,0.204271062,0.759075943,1.511369093,-0.324238123,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.206801057,-0.11199272,0.311983681,-0.031403443,0.005606315,1.387498966,0.204271062,1.09054266,1.556165943,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.141296913,0.929943215,0.280770708,0.147544418,0.131953891,1.222782177,0.100610591,0.510938053,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.059338943,1.150959928,0.343196655,0.071271559,0.055480358,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.23762152,-0.269861801,0.405622601,0.276621563,0.309006744,1.387498966,3.119569368,3.084746536,3.800179188,0.20782163,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.281225656,-0.11199272,0.405622601,0.081050131,0.117822912,1.387498966,0.948187384,1.610565733,1.943890404,-0.058208246,0.85784908,2.274041495,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.106679774,0.929943215,0.280770708,0.11234156,0.102029465,1.222782177,0.100610591,0.510938053,0.026894165,-0.856297875,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.049723071,1.150959928,0.343196655,0.061492987,0.047168018,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.241197012,-0.11199272,0.311983681,0.017489415,0.08872972,1.387498966,0.204271062,1.09054266,1.556165943,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.0401072,1.150959928,0.343196655,0.051714416,0.038855677,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
0.268760637,0.598418145,0.561687468,0.120164417,0.030543337,0.56391502,0.204271062,-0.126115096,0.127300897,-0.058208246,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.348066531
